age_group,demography,food_security_status,food_security_numeric,poverty_indicator,family_income,state,person_supplement_weight
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Idaho,4118.23
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Illinois,11080.89
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Indiana,38769.18
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Iowa,1947.52
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Kentucky,8100.83
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Louisiana,14403.31
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Maine,10143.21
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Massachusetts,10468.44
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Michigan,42517.64
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Minnesota,10437.39
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Mississippi,10485.54
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Missouri,13112.95
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Montana,5895.54
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Nevada,5588.13
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",New Hampshire,3859.35
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",New Jersey,4568.17
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",New Mexico,6584.89
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",New York,81247.48
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",North Carolina,15513.21
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",North Dakota,1292.82
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Ohio,16801.03
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Oklahoma,7720.58
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Oregon,15415.2
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Pennsylvania,27006.93
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Rhode Island,2520.36
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",South Carolina,8784.78
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",South Dakota,2109.54
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Tennessee,27704.95
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Texas,37769.46
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Utah,3478.31
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Vermont,2874.36
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Virginia,15602.23
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Washington,13870.28
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",West Virginia,8954.1
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Wisconsin,6261.89
(65+),Men,Food Secure,1,1,"$15,000 to $19,999",Wyoming,307.79
(65+),Men,Food Secure,1,1,"$150,000 or more",California,19685.47
(65+),Men,Food Secure,1,1,"$150,000 or more",Connecticut,4349.53
(65+),Men,Food Secure,1,1,"$150,000 or more",District of Columbia,592.4
(65+),Men,Food Secure,1,1,"$150,000 or more",New Jersey,6161.88
(65+),Men,Food Secure,1,1,"$150,000 or more",North Carolina,11811.01
(65+),Men,Food Secure,1,1,"$150,000 or more",South Carolina,3266.82
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Alabama,45320.4
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Alaska,670.27
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Arizona,25488.67
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Arkansas,24855.62
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",California,90434.47
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Colorado,11416.9
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Connecticut,3832.32
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Delaware,4668.39
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",District of Columbia,410.48
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Florida,122630.26
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Georgia,11060.61
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Hawaii,6261.35
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Idaho,4420.57
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Illinois,14345.76
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Indiana,7673.72
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Iowa,7242.62
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Kansas,10246.59
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Kentucky,9952.89
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Louisiana,10733.61
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Maine,7227.75
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Maryland,3837.58
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Massachusetts,13196.14
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Michigan,27081.68
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Minnesota,30090.66
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Mississippi,9246.23
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Missouri,9491.73
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Montana,7950.95
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Nebraska,5189.33
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Nevada,9064.71
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",New Hampshire,4897.14
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",New Jersey,8788.32
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",New Mexico,8346.99
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",New York,84053.41
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",North Carolina,34502.94
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",North Dakota,1124.03
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Ohio,41003.96
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Oklahoma,11344.35
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Oregon,24673.1
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Pennsylvania,27606.99
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",South Carolina,27739.13
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",South Dakota,4936.49
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Tennessee,9936.03
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Texas,59679.48
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Utah,5406.55
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Vermont,2692.31
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Virginia,34467.52
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Washington,27995.43
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",West Virginia,18089.24
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Wisconsin,22815.37
(65+),Men,Food Secure,1,1,"$20,000 to $24,999",Wyoming,5854.4
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Alabama,26030.14
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Arizona,22338.01
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Arkansas,13388.06
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",California,126720.96
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Colorado,10054.79
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Connecticut,3921.46
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Delaware,4073.05
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",District of Columbia,1020.05
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Florida,117737.1
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Georgia,11141.7
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Hawaii,3286.72
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Idaho,7140.43
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Illinois,59968.6
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Indiana,39604.37
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Iowa,15853.41
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Kansas,8557.67
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Kentucky,13938.35
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Louisiana,5602.34
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Maine,6905.04
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Maryland,15406.48
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Massachusetts,3200.61
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Michigan,26422.01
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Minnesota,13167.06
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Mississippi,22115.67
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Missouri,28279.69
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Montana,3204.61
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Nebraska,4718.51
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Nevada,3021.4
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",New Hampshire,4990.09
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",New Jersey,17246.19
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",New Mexico,13159.2
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",New York,19970.21
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",North Carolina,44778.85
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",North Dakota,3476.66
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Ohio,31948.01
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Oklahoma,26467.74
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Oregon,30355.68
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Pennsylvania,27385.42
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Rhode Island,2490.02
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",South Carolina,23655.42
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",South Dakota,2447.96
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Tennessee,33487.9
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Texas,83072.3
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Utah,2806.52
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Vermont,1614.12
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Virginia,15729.62
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Washington,26488.66
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",West Virginia,16916.57
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Wisconsin,32468.96
(65+),Men,Food Secure,1,1,"$25,000 to $29,999",Wyoming,2445.38
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Alabama,38082.91
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Alaska,3620.32
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Arizona,24060.48
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Arkansas,14002.52
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",California,128595.44
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Colorado,6001.66
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Connecticut,6295.01
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Delaware,4955.64
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",District of Columbia,686.89
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Florida,65906.04
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Georgia,64190.42
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Hawaii,3597.74
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Idaho,6582.68
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Illinois,29063.01
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Indiana,3619.29
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Iowa,30829.52
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Kansas,6285.33
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Kentucky,21621.52
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Louisiana,31325.29
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Maine,11989.7
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Maryland,17496.05
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Massachusetts,19672.18
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Michigan,67223.97
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Minnesota,5327.13
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Mississippi,23777.41
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Missouri,15157.87
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Montana,8006.2
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Nebraska,6594.26
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Nevada,12625.82
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",New Hampshire,4960.78
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",New Jersey,22115.57
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",New Mexico,6426.55
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",New York,42725.98
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",North Carolina,39738.01
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",North Dakota,2313.01
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Ohio,56910.68
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Oklahoma,9138.91
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Oregon,18616.11
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Pennsylvania,120488.55
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Rhode Island,9376
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",South Carolina,5536.26
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",South Dakota,774.6
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Tennessee,26182.45
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Texas,62298.11
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Utah,12981.47
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Vermont,5579.6
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Virginia,25151.79
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Washington,42071.5
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",West Virginia,15203.28
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Wisconsin,24240.44
(65+),Men,Food Secure,1,1,"$30,000 to $34,999",Wyoming,2912.93
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Alabama,20311.72
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Alaska,1478.79
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Arkansas,17945.96
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",California,122529.77
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Colorado,30459.75
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Connecticut,19850.16
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Delaware,3213.18
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Florida,121994.61
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Georgia,16646.68
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Hawaii,4997.26
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Idaho,8562.6
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Illinois,42387.77
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Indiana,54295.08
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Iowa,12082.76
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Kansas,11167.54
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Kentucky,19828.85
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Louisiana,14393.3
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Maine,14048.86
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Maryland,23764.71
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Massachusetts,9144.75
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Michigan,38928.14
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Minnesota,24491.51
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Mississippi,8294.93
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Missouri,28137.38
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Montana,3475.67
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Nebraska,15987.57
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Nevada,27758.04
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",New Hampshire,20602.82
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",New Jersey,13211.71
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",New Mexico,5329.37
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",New York,40040.74
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",North Carolina,52272.13
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",North Dakota,3047.13
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Ohio,71844.18
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Oklahoma,21547.27
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Oregon,20222.86
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Pennsylvania,26564.04
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Rhode Island,2641.53
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",South Carolina,54002.72
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",South Dakota,6333.05
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Tennessee,42868.19
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Texas,119445.07
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Utah,2979.6
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Vermont,1874.66
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Virginia,16837.51
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Washington,16925.39
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",West Virginia,10610.08
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Wisconsin,20749.92
(65+),Men,Food Secure,1,1,"$35,000 to $39,999",Wyoming,2486.46
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Alaska,706.26
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",California,23742.67
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Colorado,5958.11
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",District of Columbia,817.74
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Florida,4746.25
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Hawaii,2634.09
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Indiana,8296.14
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Louisiana,3367.91
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Michigan,4475.2
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Nevada,2284.36
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",New York,11322.08
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",North Dakota,648.42
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Oregon,4561.02
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",South Carolina,6187.65
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Tennessee,6607.46
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Texas,4572.85
(65+),Men,Food Secure,1,1,"$40,000 to $49,999",Virginia,5175.29
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Alaska,624.42
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Arkansas,5916.49
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Colorado,13428.88
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Florida,40961.13
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Georgia,26290.08
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Hawaii,708.42
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Illinois,3572.72
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Louisiana,2567.72
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Montana,939.86
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Nevada,12357.46
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",New Jersey,4081.73
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",New York,10381.12
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",North Dakota,373.33
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Tennessee,9130.68
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Texas,20794.68
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Utah,3189.14
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Virginia,7650.86
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",West Virginia,1986.2
(65+),Men,Food Secure,1,1,"$5,000 to $7,499",Wyoming,575.28
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",California,7411.75
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Georgia,6711.46
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Hawaii,976.15
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Kentucky,3464.91
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Mississippi,3625.11
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Missouri,6022.39
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Nevada,4330.79
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Ohio,11182.4
(65+),Men,Food Secure,1,1,"$50,000 to $59,999",Virginia,8405.16
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",California,10933.46
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",Florida,11889.64
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",Hawaii,896.77
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",Illinois,3984.48
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",Michigan,5294.02
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",New Jersey,4967.59
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",New York,12622.65
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",North Carolina,6452.75
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",South Carolina,3689.54
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",Washington,4683.74
(65+),Men,Food Secure,1,1,"$60,000 to $74,999",West Virginia,646.65
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",California,21430.88
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Florida,8462.82
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Georgia,6376.86
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Hawaii,1488.26
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Illinois,21194.06
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Louisiana,6024.41
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Maine,3258.13
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Minnesota,5509.43
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Missouri,4626.67
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Montana,674.07
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Nebraska,3198.72
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Nevada,5251.1
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",New Hampshire,1537.84
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",New Mexico,1231.79
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",New York,37395.8
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",North Carolina,4770.66
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Ohio,10065.45
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Oklahoma,4158.73
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Oregon,3608.9
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Pennsylvania,12432.01
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Tennessee,9008.33
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Virginia,4552.62
(65+),Men,Food Secure,1,1,"$7,500 to $9,999",Washington,6589.79
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",California,14386.01
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Florida,5626.88
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Hawaii,861.48
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Illinois,12988.27
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Maine,2925.55
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Maryland,4940.76
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Montana,610.45
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Nebraska,1773.78
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",New Jersey,3737.82
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",Washington,10344.92
(65+),Men,Food Secure,1,1,"$75,000 to $99,999",West Virginia,912.38
(65+),Men,Food Secure,1,1,"Less than $5,000",Alaska,693.47
(65+),Men,Food Secure,1,1,"Less than $5,000",Arizona,4092.78
(65+),Men,Food Secure,1,1,"Less than $5,000",Arkansas,2063.87
(65+),Men,Food Secure,1,1,"Less than $5,000",California,32164.46
(65+),Men,Food Secure,1,1,"Less than $5,000",District of Columbia,1109.33
(65+),Men,Food Secure,1,1,"Less than $5,000",Florida,28510.91
(65+),Men,Food Secure,1,1,"Less than $5,000",Hawaii,555.34
(65+),Men,Food Secure,1,1,"Less than $5,000",Illinois,18679.73
(65+),Men,Food Secure,1,1,"Less than $5,000",Indiana,10932.18
(65+),Men,Food Secure,1,1,"Less than $5,000",Louisiana,6566.71
(65+),Men,Food Secure,1,1,"Less than $5,000",Maryland,4109.89
(65+),Men,Food Secure,1,1,"Less than $5,000",Massachusetts,6185.14
(65+),Men,Food Secure,1,1,"Less than $5,000",Mississippi,3484.35
(65+),Men,Food Secure,1,1,"Less than $5,000",Montana,2503.57
(65+),Men,Food Secure,1,1,"Less than $5,000",Nebraska,4037.95
(65+),Men,Food Secure,1,1,"Less than $5,000",Nevada,2249.31
(65+),Men,Food Secure,1,1,"Less than $5,000",New Mexico,1897.85
(65+),Men,Food Secure,1,1,"Less than $5,000",New York,26683.08
(65+),Men,Food Secure,1,1,"Less than $5,000",North Carolina,18190.18
(65+),Men,Food Secure,1,1,"Less than $5,000",Oklahoma,5861.1
(65+),Men,Food Secure,1,1,"Less than $5,000",Oregon,2562.81
(65+),Men,Food Secure,1,1,"Less than $5,000",Pennsylvania,6569.05
(65+),Men,Food Secure,1,1,"Less than $5,000",South Carolina,3477.46
(65+),Men,Food Secure,1,1,"Less than $5,000",Tennessee,3877.44
(65+),Men,Food Secure,1,1,"Less than $5,000",Texas,5829.31
(65+),Men,Food Secure,1,1,"Less than $5,000",Utah,4893.89
